,id,entry_id,cx,cy,filter,remarks,area
30,10336,QD041,5060351.350130989,3758227.761363811,True,,0.158
31,10337,QD042,5060487.307522769,3758484.5297702914,True,,0.458
32,10338,QD043,5061634.009871942,3760738.6088528,True,,2.94
33,10339,QD044,5063796.195081453,3759922.792891547,True,,4.651
34,10340,QD045,5062199.995913,3761066.5073702508,True,,0.569
35,10341,QD046,5062035.541957824,3759811.0338732656,True,,17.044
36,10342,QD047,5074460.356062872,3753698.992075468,True,,7.583
37,10345,QD050,5061261.501689692,3755576.1737586088,True,,3.946
38,10347,QD052a,5068892.93433809,3754116.807407054,True,,3.971
39,10348,QD052b,5069254.875898763,3754275.6656521074,True,,1.149
40,10349,QD052c,5069574.241282498,3754374.086838641,True,,7.077
41,10350,QD052d,5069719.452876184,3753745.899855163,True,,14.098
42,10351,QD053,5065892.163097459,3753569.4987551896,True,,0.176
43,10352,QD054a,5071316.892702271,3747945.5754985805,True,,1.244
44,10353,QD054b,5071338.197184868,3748211.4717563298,True,,1.474
45,10354,QD054c,5071030.603703421,3748282.4312266004,True,,0.218
46,10355,QD055,5063562.184887385,3768575.2805332914,True,,4.271
47,10372,QD067,5062940.378888877,3738661.167074057,True,,2.575
48,10356,QD056,5055453.117745416,3772894.5855162973,True,,2.529
49,10358,QD058,5053501.44003022,3772661.262423977,True,,0.244
50,10359,QD059,5052790.277932772,3771465.6286822096,False,,0.013
51,10360,QD060,5052527.232655862,3773393.6288386052,True,,1.5
52,10361,QD061,5052798.0875719385,3773057.9267319534,True,,3.825
53,10362,QD062,5050677.358322484,3762735.933153268,True,,1.668
54,10363,QD063a,5051104.233834132,3759557.130152779,True,,4.36
55,10364,QD063b,5051247.804684962,3758873.948512088,True,,2.512
56,10365,QD063c,5050819.523072373,3758411.1016263063,True,,2.898
57,10366,QD063d,5050533.936141802,3759215.582692437,True,,12.3
58,10368,QD064b,5055813.691622828,3753454.797882458,True,,0.923
59,10369,QD064c,5055577.8035523705,3754194.7089070603,True,,3.695
60,10370,QD065,5062811.168343694,3750962.3620296326,True,,1.932
61,10371,QD066,5057383.152014006,3752101.3808761155,True,,9.575
62,10373,QD068,5069010.422234395,3739977.994519548,True,,2.072
63,10374,QD069,5046772.937287003,3763523.847964673,True,,0.425
64,10375,QD070,5044209.629954757,3772140.9874322945,True,,10.514
65,10376,QD071,5046251.221093728,3760649.9840540476,True,,1.67
66,10378,QD073,5048632.964370112,3759477.289029924,True,,0.913
67,10379,QD074,5048682.608343826,3755297.0880778907,True,,2.039
68,10382,QD075c,5063013.100212267,3743181.4452090124,True,,1.421
69,10383,QD075d,5063903.591451513,3741570.6539529385,True,,2.087
70,10384,QD076,5048456.13459504,3756996.2406998244,True,,2.603
71,10385,QD077,5061413.192005293,3741864.2022947473,True,,2.503
72,10386,QD078,5060742.234106008,3744029.618119801,True,,0.884
73,10387,QD079,5060913.125090069,3745587.86505355,True,,2.206
74,10388,QD080,5060606.067396141,3748207.230716816,True,,2.326
75,10389,QD081a,5074995.728995409,3739868.887616133,True,,1.467
76,10390,QD081b,5074763.050614157,3739945.3946384788,True,,0.499
77,10391,QD082,5076798.338559294,3738999.8885788308,True,,0.154
78,10392,QD083,5076068.036837333,3739334.956801972,True,,0.118
79,10393,QD084,5076393.2473980095,3739592.307605777,True,,0.778
80,10394,QD085,5077344.263426467,3739988.1013234607,True,,0.691
81,10395,QD086,5077661.093375369,3740235.498770866,True,,0.268
82,10396,QD087,5073464.332629669,3742267.371493075,True,,1.957
83,10397,QD088,5072729.476430557,3741128.673861005,True,,0.224
84,10398,QD089,5077191.441930776,3739735.1293505146,False,,0.066
85,10399,QD090,5076252.801203719,3737622.986693376,True,,0.764
86,10400,QD091,5078950.951818703,3738385.0645717485,True,,0.799
87,10401,QD092,5071972.427191871,3738318.308304484,True,,2.46
88,10402,QD093,5049014.485119935,3756514.283482264,True,,1.34
89,10403,QD094,5052383.63587144,3754088.6872550254,True,,1.788
90,10404,QD095,5054156.814846141,3755042.2927361103,True,,13.044
91,10405,QD096,5061003.281197633,3747637.787538087,True,,1.017
92,10406,QD097,5044527.710625321,3769798.171957072,True,,5.732
93,10407,QD098,5051846.722396434,3751791.780433731,True,,0.618
94,10408,QD100a,5096373.331020317,3718754.8351210807,True,,0.846
95,10409,QD100b,5096048.682117135,3718635.7871743077,True,,1.814
96,10411,QD101,5069883.76987532,3742212.1940496317,True,,2.821
97,10412,QD102,5068441.494048069,3742328.3862124817,True,,1.492
98,10414,QD104,5067580.857251453,3740497.5614190027,True,,1.385
99,10415,QD105,5065044.283678804,3751557.3048999477,True,,3.088
100,10416,QD106,5075848.431980675,3761937.670053446,True,,1.608
101,10417,QD107a,5071002.343363289,3736809.5092870253,True,,27.865
102,10418,QD107b,5071471.280093838,3736786.1538452995,True,,2.994
103,10419,QD108,5059466.385469027,3743131.6943222377,True,,0.2
104,10420,QD109,5089762.8346248325,3733636.424816364,True,,0.922
105,10421,QD110,5091461.660386139,3730419.0723767537,True,,3.392
106,10422,QD111,5092923.604845992,3729833.057774093,True,,2.161
107,10424,QD113a,5088047.090437369,3732363.4937056447,True,,2.554
108,10426,QD114,5086930.794909028,3731439.165071643,True,,4.371
109,10427,QD115,5083387.1115982635,3731713.0023195157,True,,4.661
110,10428,QD116a,5082879.145236084,3731101.085181651,True,,3.514
111,10430,QD116c,5083091.836069083,3730849.606061639,True,,9.206
112,10433,QD117a,5065225.776659667,3742024.658214328,True,,8.56
113,10434,QD117b,5065259.90285615,3742409.9607287315,True,,7.954
114,10436,QD118,5072339.224662006,3742234.849967105,True,,0.423
115,10437,QD119,5086119.855009208,3743731.327402754,True,,0.882
116,10438,QD120,5087653.934517136,3743639.9675936233,True,,27.084
117,10439,QD121,5089760.505814816,3736647.851476893,True,,1.61
118,10440,QD122,5095312.716069105,3729135.799167063,True,,2.456
119,10441,QD123,5089265.577979402,3741478.3447037074,True,,20.86
120,10442,QD124,5091705.533855943,3738615.6104914052,True,,11.102
121,10443,QD125,5092375.355221596,3737481.8297129306,True,,5.406
122,10444,QD126,5057167.691239852,3770538.2454910246,True,,0.857
123,10445,QD127,5057233.654449626,3770042.8310566973,True,,1.437
124,10446,QD128,5059576.550311351,3769798.7934808074,True,,0.159
125,10448,QD130a,5097959.384799461,3719517.9236836266,True,,1.245
126,10450,QD131,5069431.505812322,3774262.904836568,True,,5.055
127,10451,QD132,5096578.429598362,3721078.248207649,True,,4.007
128,10452,QD133,5096461.645953188,3722959.291733266,True,,3.041
129,10453,QD134,5096021.340624137,3727385.169954695,True,,2.88
130,10454,QD135,5070268.397058799,3772423.1678131376,True,,1.674
131,10455,QD136,5072333.090654058,3736925.428000469,True,,0.495
132,10456,QD137a,5065757.932102989,3740895.756994196,True,,0.46
133,10457,QD137b,5065870.538936368,3740812.489191315,True,,0.347
134,10460,QD140a,5084856.029785394,3746180.082643387,True,,15.457
135,10461,QD140b,5084603.496370091,3746488.4426886486,True,,1.197
136,10463,QD142,5087747.598081612,3751763.8065584414,True,,12.59
137,10464,QD143a,5082669.129552058,3735081.1019167877,True,,1.922
138,10465,QD143b,5082700.202685195,3735361.5090410784,True,,4.575
139,10466,QD144a,5078210.216299404,3725589.7609089627,False,,0.024
140,10467,QD144b,5078405.664146018,3725523.2496598535,False,,0.087
141,10468,QD145,5079306.781191588,3727468.2923520114,True,,3.569
142,10470,QD147,5088249.209386534,3729545.593903473,True,,0.932
143,10472,QD149,5079528.898628519,3732282.2421155223,True,,27.519
144,10476,QD151,5085778.729970458,3722123.159283534,True,,0.154
145,10482,QD157,5067480.36405703,3775873.6059093713,True,,1.979
146,10483,QD158,5058381.274938046,3778830.5843456285,True,,0.296
147,10484,QD159a,5051349.644280245,3783876.953982002,True,,0.115
148,10485,QD159b,5051420.843467523,3783781.159040268,True,,0.933
149,10486,QD159c,5051497.675962512,3783651.7189560705,False,,0.062
150,10487,QD160,5041953.922375511,3773624.7888282533,True,,1.936
151,10488,QD161,5060755.4902406465,3775562.2878439785,True,,6.225
152,13520,AKK.0002,4929420.135358284,4014895.648495923,True,,1.325
153,13521,AKK.0003,4925341.840164146,4005125.513280262,True,,38.843
154,13523,AKK.0005,4931229.39425881,4005221.1646589325,True,,18.421
155,13524,AKK.0006,4928569.106927965,4006307.1363094333,True,,11.089
156,13525,AKK.0007,4931184.466128254,4002247.2768217437,True,,9.567
157,13526,AKK.0008,4930531.68078067,3998089.83471677,True,,0.805
158,13537,AKK.0019,4924127.090870703,3979650.4061036455,True,,1.108
159,13538,AKK.0020,4924946.79887599,3975124.071531009,True,,2.151
160,13539,AKK.0021,4927846.613229866,3975651.0683697714,True,,0.814
161,14382,AKK.0859,4981840.292330176,3822293.952633986,True,,5.772
162,13529,AKK.0011,4926570.179663091,3992871.5209796657,True,,2.992
163,13531,AKK.0013,4924768.601485157,3987619.7870382625,True,,1.536
164,13532,AKK.0014,4925865.061359607,3985497.751653869,True,,3.059
165,13533,AKK.0015,4924157.599804788,3985137.7457941873,True,,1.126
166,13534,AKK.0016,4919706.84726504,3985124.442157189,True,,19.948
167,13535,AKK.0017,4919110.572636277,3981754.707168584,True,,0.915
168,13536,AKK.0018,4920921.26955133,3979648.5211348655,True,,1.936
169,13540,AKK.0022,4927986.970672672,3973012.7464872943,True,,15.697
170,13541,AKK.0023,4921474.950251958,3974087.5690720323,True,,2.877
171,13542,AKK.0024,4921795.444335746,3973057.641088808,True,,0.321
172,13544,AKK.0026,4921710.006684776,3964724.578598302,True,,0.648
173,13545,AKK.0027,4922226.600267843,3963251.3361489167,True,,1.926
174,13547,AKK.0029,4923936.474393669,3933567.286546839,True,,4.831
175,13548,AKK.0030,4941650.6157968445,3926251.3907113466,True,,1.017
176,13549,AKK.0031,4949921.280864949,3924714.1200769627,True,,0.7
177,13550,AKK.0032,4947491.317652624,3922574.703701812,True,,4.355
178,13551,AKK.0033,4946088.670749965,3924197.734550379,True,,2.803
179,13552,AKK.0034,4943383.216770316,3924265.251794924,True,,12.143
180,13553,AKK.0035,4944795.193703531,3922169.1944793398,True,,5.205
181,13556,AKK.0038,4922750.159088751,3915173.6123421844,True,,9.264
182,13559,AKK.0041,4920557.38845365,3903447.919256617,True,,7.22
183,13560,AKK.0042,4920000.990341377,3911083.1425642096,True,,5.422
184,13561,AKK.0043,4921098.44782432,3918701.2014637413,True,,3.343
185,13562,AKK.0044,4899703.588463665,3923771.6054468313,True,,2.503
186,13563,AKK.0045,4937596.622634661,3906193.106609498,True,,3.301
187,13564,AKK.0046,4938913.353057595,3904025.224170496,True,,3.265
188,13565,AKK.0047,4946058.364925598,3902020.828599471,True,,0.136
189,13566,AKK.0062,4963302.178635624,3885999.3637222527,True,,2.133
190,13567,AKK.0048,4943794.909812261,3899756.2879221854,True,,11.974
191,13568,AKK.0049,4946760.560395736,3900731.493656059,True,,0.305
192,13569,AKK.0050,4940440.707287669,3896059.0732137365,True,,1.354
193,13570,AKK.0051,4941504.286597803,3896042.3360461863,True,,1.447
194,13571,AKK.0052,4944574.293900611,3896059.942155099,True,,5.498
195,13572,AKK.0053,4947267.281399343,3896962.5093930643,True,,2.988
196,13573,AKK.0054,4937589.705672293,3889979.0439290428,True,,2.715
197,13574,AKK.0055,4947427.803053745,3895247.84029821,True,,1.693
198,13575,AKK.0056,4967038.157578744,3897517.4112447686,True,,1.99
199,13576,AKK.0057,4948797.557826806,3892968.2509548976,True,,0.946
200,13577,AKK.0058,4953933.144260926,3892890.6610855176,True,,0.458
201,13578,AKK.0059,4940811.214076419,3882648.845572595,True,,0.807
202,13597,AKK.0078,4925718.056896105,4014056.952989596,True,,0.865
203,13579,AKK.0060,4941104.739736588,3880678.277972688,True,,4.663
204,13580,AKK.0061,4962545.37227499,3885512.7320812317,True,,12.299
205,13582,AKK.0064,4958347.100535464,3883406.859290943,True,,2.054
206,13583,AKK.0065,4961716.452845141,3881132.844276304,True,,5.054
207,13584,AKK.0066,4972663.454926066,3875316.5786266336,True,,2.2
208,13586,AKK.0068,4976694.666567752,3864354.64061217,True,,27.035
209,13587,AKK.0069,4952358.658310777,3864019.006202249,True,,7.631
210,13588,AKK.0070,4951874.247490631,3864474.503206424,True,,1.453
211,13591,AKK.0089,4918356.982940042,3980872.7296178793,True,,0.25
212,13596,AKK.0077,4917127.723680424,4022696.393307089,True,,1.903
213,13598,AKK.0079,4929209.615252471,4015307.523736848,True,,3.067
214,13599,AKK.0080,4929023.839330414,4015571.288920926,False,,0.076
215,13600,AKK.0081,4929114.765653725,4015582.7511128737,True,,0.341
216,13601,AKK.0082,4929675.45390008,3998162.4509839886,True,,1.335
217,13602,AKK.0090,4918809.1805643095,3980222.7799072047,True,,0.441
218,13603,AKK.0104,4921037.51145285,3979151.002781008,True,,1.008
219,13605,AKK.0084,4920406.947941309,3985333.9484224664,True,,1.132
220,13606,AKK.0085,4925682.812232371,3986126.9624189795,True,,2.547
221,13607,AKK.0086,4918938.192064707,3981431.7415811415,True,,3.216
222,13608,AKK.0087,4918741.413252955,3981068.273056999,True,,18.49
223,13609,AKK.0088,4918353.015528641,3981045.144483323,True,,0.74
224,13611,AKK.0091,4918695.196452334,3980062.3944501732,True,,0.843
225,13612,AKK.0092,4918844.100328229,3980005.129957842,True,,0.29
226,13613,AKK.0093,4918575.724622332,3980250.9200397353,True,,0.512
227,13614,AKK.0094,4918379.011173542,3979742.134843047,True,,0.352
228,13643,AKK.0124,4944283.091105193,3872509.5942274127,True,,0.652
229,13615,AKK.0095,4918506.547082674,3979795.2021847125,True,,0.268
230,13616,AKK.0096,4918779.489683155,3979915.8176919175,True,,0.466
231,13617,AKK.0097,4918675.606638878,3979787.322498964,True,,0.131
232,13618,AKK.0098,4918838.998849031,3979604.2383456975,True,,1.439
233,13619,AKK.0099,4919086.221260609,3979760.626722535,True,,0.232
234,13620,AKK.0100,4919184.894755828,3979717.0548982047,True,,0.18
235,13621,AKK.0101,4918897.032774908,3979846.060852147,True,,0.286
236,13622,AKK.0102,4918992.706912523,3980171.3273838186,True,,6.472
237,13623,AKK.0105,4921175.703727302,3979521.066831356,True,,2.509
238,13624,AKK.0106,4921476.8833068,3979503.777942146,True,,2.785
239,13657,AKK.0139,4974213.7586652925,3894499.1315006893,True,,0.899
240,13625,AKK.0107,4921249.471249383,3975155.770631263,True,,0.206
241,13626,AKK.0108,4921280.944099099,3974829.987639117,True,,0.329
242,13627,AKK.0109,4921704.748282555,3972731.8239990445,True,,2.651
243,13629,AKK.0111,4899706.94205914,3924695.9465970676,True,,0.612
244,13630,AKK.0112,4899460.530515657,3924395.680516517,True,,0.749
245,13631,AKK.0113,4921310.18076913,3918491.752869502,True,,0.799
246,13632,AKK.0126,4941141.714415182,3872431.3892836394,True,,5.612
247,13644,AKK.0125,4943277.871052748,3870428.4866442964,True,,6.987
248,13658,AKK.0140,4973767.133695906,3889266.7564226403,True,,1.149
249,13633,AKK.0114,4922384.9106636075,3914704.80257265,True,,16.857
250,13634,AKK.0115,4920385.05419711,3902941.4612567048,True,,1.05
251,13635,AKK.0116,4964826.702321442,3870007.5240835706,True,,0.663
252,13636,AKK.0117,4941158.784164186,3882887.253050936,True,,3.31
253,13637,AKK.0118,4941723.375102835,3882835.5730128908,True,,10.547
254,13638,AKK.0119,4948063.97223246,3880467.9769551004,True,,1.644
255,13639,AKK.0120,4947718.586828228,3880173.067213049,True,,0.299
256,13640,AKK.0121,4943078.084388128,3877865.0461714235,True,,3.809
257,13646,AKK.0128,4941946.849442902,3871864.4073245176,True,,1.639
258,13647,AKK.0129,4941679.464930831,3872108.6988459653,True,,7.493
259,13648,AKK.0130,4949903.888720077,3867957.922640907,True,,3.215
260,13649,AKK.0131,4949910.682223202,3867305.5488964124,True,,1.084
261,13651,AKK.0133,4955649.543277168,3894082.7468173564,True,,4.354
262,13652,AKK.0134,4954137.62016315,3893073.4029906634,True,,3.21
263,13653,AKK.0135,4953686.474803459,3893555.061472875,True,,18.456
264,13654,AKK.0136,4968523.669568442,3895003.168179121,True,,0.824
265,13655,AKK.0137,4970465.826305177,3891092.207869251,True,,6.876
266,13656,AKK.0138,4974433.860919357,3895075.550506127,True,,0.456
267,16047,HAD.0005,4691528.008176462,4071372.428167602,True,,0.172
268,13659,AKK.0158,4964710.398657448,3878582.40315683,True,,1.599
269,13660,AKK.0141,4977173.08346815,3887261.648612858,True,,2.162
270,13661,AKK.0142,4978901.218254018,3885511.9303948907,True,,2.405
271,13662,AKK.0143,4954204.686755491,3883441.655640311,True,,0.332
272,13663,AKK.0144,4957249.754108336,3885601.6892076475,True,,1.122
273,13664,AKK.0145,4963144.233619171,3885618.609366161,True,,4.473
274,13665,AKK.0146,4955714.425189115,3880227.1407162147,True,,3.681
275,13666,AKK.0147,4956158.985699357,3880033.679674653,True,,1.066
276,13667,AKK.0148,4955863.329149852,3877977.934809239,True,,0.872
277,13669,AKK.0150,4957979.02772433,3877892.4220557366,True,,0.793
278,13670,AKK.0151,4956556.273309542,3877127.332062865,True,,1.501
279,13671,AKK.0152,4956689.260251393,3876818.8462036424,True,,1.067
280,13672,AKK.0153,4957035.048572934,3876274.091559817,True,,3.658
281,16048,HAD.0006,4660764.654940786,4092937.89153932,True,,0.599
282,13673,AKK.0154,4957224.9767871965,3876222.027724587,True,,0.55
283,13674,AKK.0155,4957976.251176754,3876298.1953002145,True,,1.67
284,13675,AKK.0156,4962304.676833955,3878073.0128940414,True,,1.394
285,13676,AKK.0157,4964927.037722359,3879356.6402497063,True,,6.271
286,13677,AKK.0159,4964940.493891618,3878613.8829258224,True,,3.657
287,13678,AKK.0160,4957152.665143836,3875734.005474963,True,,4.875
288,13679,AKK.0161,4956928.749863334,3875191.4185385928,True,,4.042
289,13680,AKK.0162,4957751.7197965095,3875061.4031019174,True,,1.934
290,13681,AKK.0163,4957576.965918916,3875252.803806196,True,,1.169
291,13682,AKK.0164,4958152.36403731,3874833.375837178,True,,2.167
292,13683,AKK.0165,4955633.169919041,3871993.7035193066,True,,0.515
293,13684,AKK.0166,4957378.19812271,3873225.93332582,True,,4.326
294,13685,AKK.0167,4960194.703518136,3874586.7785743224,True,,0.825
295,13686,AKK.0168,4960580.493622742,3874533.417591507,True,,4.001
296,13687,AKK.0169,4963434.822437435,3874438.0275446675,True,,4.905
297,13688,AKK.0170,4962888.002486005,3874097.5112206005,True,,0.28
298,13689,AKK.0171,4963276.517180251,3874134.599581743,True,,2.689
299,13690,AKK.0172,4922273.987602257,3920034.076963679,True,,1.732
300,13691,AKK.0214,4986480.800177573,3869249.4429189814,True,,6.506
301,13693,AKK.0174,4963655.652071114,3872022.6760564335,True,,0.746
302,13694,AKK.0175,4963948.8131970065,3870582.052862377,True,,5.533
303,13696,AKK.0177,4967142.347966203,3880387.324757712,True,,1.877
304,13697,AKK.0178,4967143.009517402,3880111.002759548,True,,0.67
305,13698,AKK.0179,4967086.414197543,3879202.6540962453,True,,1.64
306,13699,AKK.0180,4969471.591961706,3884091.7328586816,True,,1.358
307,13700,AKK.0181,4969976.350986113,3883676.1746142893,True,,1.318
308,13701,AKK.0182,4969162.951639358,3882880.8468724624,True,,2.243
309,13703,AKK.0184,4969490.487125842,3882564.282748187,True,,6.542
310,13704,AKK.0185,4970656.19498251,3882244.2285520425,True,,2.787
311,13705,AKK.0186,4970959.84226766,3882144.849474187,True,,2.626
312,13706,AKK.0187,4971610.479783025,3881912.5007467973,True,,1.11
313,13707,AKK.0188,4970507.447963828,3880818.713649443,True,,2.656
314,13708,AKK.0189,4972581.247721392,3874854.0262673,True,,0.533
315,13709,AKK.0190,4972891.195081271,3875565.7149946587,True,,5.526
316,13710,AKK.0191,4973285.774665614,3875413.913004875,True,,1.446
317,13711,AKK.0192,4973547.513002066,3874916.9739974355,True,,1.491
318,13712,AKK.0193,4971749.999868101,3873757.9831734844,True,,11.615
319,13713,AKK.0194,4969255.370396928,3873112.282665133,True,,2.635
320,13714,AKK.0195,4980857.417202605,3871914.5340322,True,,1.167
321,13716,AKK.0197,4960574.729126046,3867780.5643609455,True,,0.776
322,13717,AKK.0198,4968003.868822099,3866084.203268162,True,,0.542
323,13718,AKK.0199,4970444.01913705,3865088.0467171646,True,,2.423
324,13719,AKK.0200,4970264.881996235,3865380.522845771,True,,3.664
325,13721,AKK.0202,4970742.258021523,3864975.0448749373,True,,3.007
326,13722,AKK.0203,4969725.542718763,3864772.605965283,True,,0.686
327,13723,AKK.0204,4971059.155233264,3864705.441633853,True,,1.502
328,13724,AKK.0205,4971345.48170834,3864863.7343156445,True,,1.204
329,13725,AKK.0206,4971436.749090596,3865101.6845284095,True,,2.042
330,13726,AKK.0207,4994319.420102269,3882710.5447182306,True,,4.004
331,13727,AKK.0208,4997318.9597152695,3882968.6990696583,True,,3.868
332,13728,AKK.0209,4996118.21000553,3880003.6589958547,True,,2.054
333,13729,AKK.0210,4998855.129580061,3875401.7899750066,True,,3.976
334,13730,AKK.0211,5004294.160815725,3875763.107237242,True,,8.232
335,13731,AKK.0212,5004465.275097486,3875322.2249654485,True,,1.884
336,13732,AKK.0213,5005701.102233414,3871330.226263718,True,,12.579
337,13733,AKK.0215,4987195.508214084,3867232.8857023255,True,,3.592
338,13736,AKK.0218,4987108.1463901065,3863342.8464673897,True,,29.906
339,13737,AKK.0219,4940527.160500359,3850042.9007632174,True,,1.603
340,13738,AKK.0220,4940590.31225893,3850458.298856782,True,,1.838
341,13746,AKK.0228,4942137.004339537,3844841.796244971,True,,2.101
342,13756,AKK.0250,4972258.372942556,3847636.094944044,True,,0.56
343,13760,AKK.0241,4971984.789567922,3851346.649573665,True,,10.122
344,13761,AKK.0242,4972986.676831137,3852306.542125242,True,,1.934
345,13762,AKK.0243,4972828.953839699,3852817.2486744397,True,,2.009
346,13763,AKK.0244,4972981.332204746,3852606.804905537,True,,0.344
347,13764,AKK.0245,4972581.037384488,3853663.7208323907,True,,13.287
348,13765,AKK.0246,4972049.523553234,3853295.5521538737,True,,2.044
349,13768,AKK.0249,4972624.010958234,3847648.5193521758,True,,0.58
350,13772,AKK.0254,4968752.7597381985,3833245.995184981,True,,0.546
351,13773,AKK.0255,4968950.292353536,3833223.011040597,True,,0.819
352,13775,AKK.0257,4977453.514006898,3830479.065776362,True,,1.138
353,13777,AKK.0259,4977631.770718626,3830764.1037534815,True,,1.289
354,13782,AKK.0264,4985400.099638036,3858062.009061624,True,,0.511
355,13786,AKK.0267,4986477.972522164,3856789.4216822665,True,,2.107
356,13787,AKK.0268,4986651.220060554,3856494.417119031,True,,1.367
357,13788,AKK.0269,4987078.34012207,3854683.660063431,True,,0.869
358,13789,AKK.0270,5002058.081696581,3855520.2630711626,True,,18.303
359,13803,AKK.0285,4995989.845752095,3848536.199900214,True,,2.142
360,13792,AKK.0273,4992855.905379214,3851136.947795214,True,,6.116
361,13793,AKK.0274,4993186.136672671,3851319.1409605513,True,,1.969
362,13794,AKK.0275,4993495.983433946,3850902.889417196,True,,8.337
363,13795,AKK.0277,4984115.875584178,3849225.7565757814,True,,2.585
364,13808,AKK.0290,4999057.878046887,3841512.3495973013,True,,5.003
365,13818,AKK.0300,5005821.792681175,3844016.910426782,True,,6.631
366,13819,AKK.0301,5007708.337250003,3843776.4836877338,True,,2.186
367,13823,AKK.0305,5006384.585971517,3842540.1773100677,True,,1.093
368,13824,AKK.0306,5004732.443089516,3842780.1389490995,True,,1.464
369,13825,AKK.0307,4996719.108085336,3835781.840400383,True,,0.815
370,13826,AKK.0308,4997104.859627426,3835517.405443176,True,,0.892
371,13827,AKK.0309,4996508.725864206,3836039.957988667,True,,5.932
372,13828,AKK.0310,4999132.894203794,3833700.086518959,True,,2.907
373,13830,AKK.0312,4919431.201747673,3909035.8419337533,True,,1.409
374,13833,AKK.0314,4998759.408280117,3833853.6064205403,True,,0.585
375,13834,AKK.0315,5011149.6722223,3838683.9635186642,True,,1.634
376,13836,AKK.0317,5033887.1420998005,3817777.6974012116,True,,1.346
377,13837,AKK.0318,5009778.105698076,3839111.489843412,True,,1.051
378,13838,AKK.0319,4946588.115771234,3822753.5754260533,True,,1.005
379,13839,AKK.0320,4944751.250710573,3818689.4771492174,True,,3.885
380,13840,AKK.0321,4935140.062613354,3814334.8009560904,True,,0.367
381,13841,AKK.0322,4935121.977937723,3813022.2241396373,True,,5.773
382,13842,AKK.0438,4948606.013101725,3904403.3402905106,True,,1.922
383,16049,HAD.0007,4674400.067792796,4089418.359272915,True,,0.293
384,13844,AKK.0324,4941160.565978177,3816392.9088655496,True,,16.127
385,13845,AKK.0325,4940651.304016434,3816213.5487389667,True,,1.412
386,13846,AKK.0326,4940420.845334782,3816459.4362043715,True,,3.08
387,13847,AKK.0327,4940525.210437667,3816929.308517104,True,,3.815
388,14432,AKK.0908,4901931.97177705,3924457.3173587336,True,,7.784
389,13852,AKK.0332,4969295.882464546,3827960.444355751,True,,3.789
390,13855,AKK.0335,4978840.556226689,3800665.07765211,True,,7.35
391,13856,AKK.0336,4980542.370245472,3799984.363200046,True,,15.069
392,13858,AKK.0338,5005184.328473927,3828272.9663891396,True,,2.433
393,13859,AKK.0339,5005430.463787399,3827895.6179238125,True,,3.294
394,13860,AKK.0340,5005926.699805493,3828191.4104752555,True,,1.88
395,13861,AKK.0341,4986538.611071664,3825113.465936865,True,,1.94
396,13862,AKK.0342,4986354.691250907,3822877.8932884606,True,,3.533
397,13863,AKK.0343,5008009.532221821,3822280.068223488,True,,3.077
398,13864,AKK.0344,5007837.27693994,3822549.298761895,True,,1.44
399,13866,AKK.0346,5002431.249242207,3820805.0028202436,True,,0.916
400,13867,AKK.0347,5001377.423914182,3821276.663366541,True,,2.301
401,13868,AKK.0348,5000868.387103718,3820450.48181914,True,,1.338
402,13869,AKK.0349,5000721.66026885,3820828.6647122884,True,,4.881
